Nr. ,Name ,Wahlbe rechtigte,abgegeb. Stimmen,Wahlbet. in %,ungültige Stimmen,ungültige in %,gültige Stimmen,gültige in %,ÖVP Stimmen,ÖVP Ant. %,SPÖ Stimmen,SPÖ Ant. %,FPÖ Stimmen,FPÖ Ant. %,GRÜNE Stimmen,GRÜNE Ant. %,BZÖ Stimmen,BZÖ Ant. %,KPÖ Stimmen,KPÖ Ant. %,MATIN Stimmen,MATIN Ant. %,erste Eingabe Datum, Zeit,letzte Eingabe Datum
41610,Haibach im Mühlkreis          ,622,518,83.280000000000001,20,3.8599999999999999,498,96.140000000000001,230,46.18,140,28.109999999999999,50,10.039999999999999,47,9.4399999999999995,6,1.2,5,1,20,4.0199999999999996,1-10-06,2:36:32 PM,1-10-06,2:36:32 PM
41611,Hellmonsödt                   ,1631,1301,79.769999999999996,27,2.0800000000000001,1274,97.920000000000002,496,38.93,401,31.48,129,10.130000000000001,166,13.029999999999999,24,1.8799999999999999,13,1.02,45,3.5299999999999998,1-10-06,4:04:58 PM,1-10-06,4:04:58 PM
41612,Herzogsdorf                   ,1832,1490,81.329999999999998,26,1.74,1464,98.260000000000005,791,54.030000000000001,351,23.98,139,9.4900000000000002,93,6.3499999999999996,43,2.9399999999999999,12,0.81999999999999995,35,2.3900000000000001,1-10-06,2:37:36 PM,1-10-06,2:37:36 PM
41613,Kirchschlag bei Linz          ,1507,1188,78.829999999999998,32,2.6899999999999999,1156,97.310000000000002,469,40.57,308,26.640000000000001,147,12.720000000000001,157,13.58,24,2.0800000000000001,11,0.94999999999999996,40,3.46,1-10-06,4:15:33 PM,2-10-06,8:33:41 AM
41614,Lichtenberg                   ,1966,1609,81.840000000000003,32,1.99,1577,98.010000000000005,675,42.799999999999997,459,29.109999999999999,139,8.8100000000000005,227,14.390000000000001,32,2.0299999999999998,10,0.63,35,2.2200000000000002,1-10-06,5:01:19 PM,2-10-06,8:46:51 AM
41615,Oberneukirchen                ,2407,1949,80.969999999999999,64,3.2799999999999998,1885,96.719999999999999,893,47.369999999999997,497,26.370000000000001,158,8.3800000000000008,231,12.25,46,2.4399999999999999,20,1.0600000000000001,40,2.1200000000000001,1-10-06,3:54:53 PM,1-10-06,3:54:53 PM
41616,Ottenschlag im Mühlkreis      ,380,323,85,10,3.1000000000000001,313,96.900000000000006,154,49.200000000000003,104,33.229999999999997,26,8.3100000000000005,15,4.79,6,1.9199999999999999,0,0,8,2.5600000000000001,1-10-06,1:39:38 PM,1-10-06,1:39:38 PM
41617,Ottensheim                    ,3433,2739,79.780000000000001,52,1.8999999999999999,2687,98.099999999999994,939,34.950000000000003,791,29.440000000000001,249,9.2699999999999996,562,20.920000000000002,63,2.3399999999999999,18,0.67000000000000004,65,2.4199999999999999,1-10-06,6:17:40 PM,1-10-06,6:17:40 PM
41618,Puchenau                      ,3686,2875,78,57,1.98,2818,98.019999999999996,932,33.07,896,31.800000000000001,290,10.289999999999999,521,18.489999999999998,61,2.1600000000000001,37,1.3100000000000001,81,2.8700000000000001,1-10-06,4:26:51 PM,1-10-06,4:26:51 PM
41619,Reichenau im Mühlkreis        ,890,717,80.560000000000002,17,2.3700000000000001,700,97.629999999999995,314,44.859999999999999,225,32.140000000000001,66,9.4299999999999997,61,8.7100000000000009,11,1.5700000000000001,4,0.56999999999999995,19,2.71,1-10-06,2:47:08 PM,1-10-06,2:47:08 PM
41620,Reichenthal                   ,1050,909,86.569999999999993,23,2.5299999999999998,886,97.469999999999999,459,51.810000000000002,266,30.02,72,8.1300000000000008,54,6.0899999999999999,13,1.47,4,0.45000000000000001,18,2.0299999999999998,1-10-06,3:37:01 PM,1-10-06,3:37:01 PM
41621,St.Gotthard im Mühlkreis      ,1009,856,84.840000000000003,29,3.3900000000000001,827,96.609999999999999,311,37.609999999999999,273,33.009999999999998,91,11,88,10.640000000000001,26,3.1400000000000001,14,1.6899999999999999,24,2.8999999999999999,1-10-06,4:21:05 PM,1-10-06,4:21:05 PM
41622,Schenkenfelden                ,1170,963,82.310000000000002,29,3.0099999999999998,934,96.989999999999995,481,51.5,221,23.66,92,9.8499999999999996,85,9.0999999999999996,28,3,4,0.42999999999999999,23,2.46,1-10-06,5:00:33 PM,1-10-06,5:00:33 PM
41623,Sonnberg im Mühlkreis         ,616,503,81.659999999999997,27,5.3700000000000001,476,94.629999999999995,243,51.049999999999997,131,27.52,33,6.9299999999999997,42,8.8200000000000003,10,2.1000000000000001,5,1.05,12,2.52,1-10-06,1:38:35 PM,1-10-06,1:38:35 PM
41624,Steyregg                      ,3766,3059,81.230000000000004,63,2.0600000000000001,2996,97.939999999999998,843,28.140000000000001,1302,43.460000000000001,327,10.91,348,11.619999999999999,75,2.5,20,0.67000000000000004,81,2.7000000000000002,1-10-06,4:32:20 PM,1-10-06,4:32:44 PM
41625,Vorderweißenbach              ,1553,1327,85.450000000000003,41,3.0899999999999999,1286,96.909999999999997,789,61.350000000000001,243,18.899999999999999,90,7,96,7.4699999999999998,25,1.9399999999999999,13,1.01,30,2.3300000000000001,1-10-06,4:03:44 PM,1-10-06,4:03:44 PM
41626,Walding                       ,3006,2452,81.569999999999993,72,2.9399999999999999,2380,97.060000000000002,845,35.5,959,40.289999999999999,178,7.4800000000000004,265,11.130000000000001,56,2.3500000000000001,13,0.55000000000000004,64,2.6899999999999999,1-10-06,4:16:11 PM,1-10-06,4:16:11 PM
41627,Zwettl an der Rodl            ,1330,1094,82.260000000000005,27,2.4700000000000002,1067,97.530000000000001,524,49.109999999999999,272,25.489999999999998,83,7.7800000000000002,129,12.09,15,1.4099999999999999,16,1.5,28,2.6200000000000001,1-10-06,2:41:49 PM,1-10-06,2:41:49 PM
41700,Bezirk Vöcklabruck                   ,95783,74763,78.060000000000002,1982,2.6499999999999999,72781,97.349999999999994,26173,35.960000000000001,25356,34.840000000000003,9680,13.300000000000001,6813,9.3599999999999994,1938,2.6600000000000001,600,0.81999999999999995,2221,3.0499999999999998,1-10-06,6:35:58 PM,1-10-06,9:57:56 PM
41701,Ampflwang im Hausruckwald     ,2761,2234,80.909999999999997,48,2.1499999999999999,2186,97.849999999999994,447,20.449999999999999,1295,59.240000000000002,204,9.3300000000000001,131,5.9900000000000002,46,2.1000000000000001,23,1.05,40,1.8300000000000001,1-10-06,4:23:37 PM,1-10-06,4:23:37 PM
41702,Attersee                      ,1205,935,77.590000000000003,17,1.8200000000000001,918,98.180000000000007,387,42.159999999999997,244,26.579999999999998,102,11.109999999999999,124,13.51,22,2.3999999999999999,5,0.54000000000000004,34,3.7000000000000002,1-10-06,5:45:42 PM,1-10-06,5:45:42 PM
41703,Attnang-Puchheim              ,6213,4690,75.489999999999995,114,2.4300000000000002,4576,97.569999999999993,980,21.420000000000002,2214,48.380000000000003,635,13.880000000000001,447,9.7699999999999996,125,2.73,41,0.90000000000000002,134,2.9300000000000002,1-10-06,6:16:59 PM,1-10-06,6:16:59 PM
41704,Atzbach                       ,876,717,81.849999999999994,21,2.9300000000000002,696,97.069999999999993,364,52.299999999999997,133,19.109999999999999,92,13.220000000000001,50,7.1799999999999997,17,2.4399999999999999,10,1.4399999999999999,30,4.3099999999999996,1-10-06,3:42:59 PM,1-10-06,3:42:59 PM
41705,Aurach am Hongar              ,1180,989,83.810000000000002,28,2.8300000000000001,961,97.170000000000002,326,33.920000000000002,414,43.079999999999998,109,11.34,63,6.5599999999999996,20,2.0800000000000001,7,0.72999999999999998,22,2.29,1-10-06,4:24:36 PM,1-10-06,4:24:36 PM
41706,Berg im Attergau              ,718,578,81.640000000000001,10,1.73,568,98.269999999999996,374,65.849999999999994,67,11.800000000000001,73,12.85,16,2.8199999999999998,17,2.9900000000000002,4,0.69999999999999996,17,2.9900000000000002,1-10-06,12:57:47 AM,1-10-06,12:57:47 AM
41707,Desselbrunn                   ,1196,997,83.359999999999999,31,3.1099999999999999,966,96.890000000000001,377,39.030000000000001,342,35.399999999999999,115,11.9,80,8.2799999999999994,26,2.6899999999999999,7,0.71999999999999997,19,1.97,1-10-06,4:57:33 PM,1-10-06,4:57:33 PM
41708,Fornach                       ,680,554,81.469999999999999,16,2.8900000000000001,538,97.109999999999999,315,58.549999999999997,94,17.469999999999999,72,13.380000000000001,26,4.8300000000000001,9,1.6699999999999999,4,0.73999999999999999,18,3.3500000000000001,1-10-06,2:22:37 PM,1-10-06,2:22:37 PM
41709,Frankenburg am Hausruck       ,3787,3002,79.269999999999996,114,3.7999999999999998,2888,96.200000000000003,876,30.329999999999998,1231,42.619999999999997,362,12.529999999999999,215,7.4400000000000004,75,2.6000000000000001,27,0.93000000000000005,102,3.5299999999999998,1-10-06,5:02:45 PM,1-10-06,5:02:45 PM
41710,Frankenmarkt                  ,2602,2002,76.939999999999998,72,3.6000000000000001,1930,96.400000000000006,728,37.719999999999999,593,30.73,328,16.989999999999998,135,6.9900000000000002,51,2.6400000000000001,30,1.55,65,3.3700000000000001,1-10-06,6:35:58 PM,1-10-06,6:35:58 PM
41711,Gampern                       ,1912,1519,79.450000000000003,65,4.2800000000000002,1454,95.719999999999999,630,43.329999999999998,414,28.469999999999999,164,11.279999999999999,152,10.449999999999999,49,3.3700000000000001,16,1.1000000000000001,29,1.99,1-10-06,4:59:21 PM,1-10-06,4:59:21 PM
41712,Innerschwand                  ,781,611,78.230000000000004,20,3.27,591,96.730000000000004,360,60.909999999999997,82,13.869999999999999,53,8.9700000000000006,64,10.83,17,2.8799999999999999,2,0.34000000000000002,13,2.2000000000000002,1-10-06,2:46:28 PM,1-10-06,2:46:28 PM
41713,Lenzing                       ,3917,3007,76.769999999999996,78,2.5899999999999999,2929,97.409999999999997,412,14.07,1725,58.890000000000001,399,13.619999999999999,182,6.21,78,2.6600000000000001,24,0.81999999999999995,109,3.7200000000000002,1-10-06,5:27:06 PM,1-10-06,5:27:06 PM
41714,Manning                       ,634,543,85.650000000000006,9,1.6599999999999999,534,98.340000000000003,255,47.75,152,28.460000000000001,28,5.2400000000000002,50,9.3599999999999994,24,4.4900000000000002,3,0.56000000000000005,22,4.1200000000000001,1-10-06,3:44:39 PM,1-10-06,3:44:39 PM
41715,Mondsee                       ,2314,1560,67.420000000000002,29,1.8600000000000001,1531,98.140000000000001,669,43.700000000000003,336,21.949999999999999,187,12.210000000000001,207,13.52,58,3.79,7,0.46000000000000002,67,4.3799999999999999,1-10-06,5:25:50 PM,1-10-06,5:25:50 PM
41716,Neukirchen an der Vöckla      ,1899,1526,80.359999999999999,44,2.8799999999999999,1482,97.120000000000005,594,40.079999999999998,418,28.210000000000001,212,14.300000000000001,144,9.7200000000000006,47,3.1699999999999999,16,1.0800000000000001,51,3.4399999999999999,1-10-06,4:25:42 PM,1-10-06,4:25:42 PM
41717,Niederthalheim                ,764,630,82.459999999999994,25,3.9700000000000002,605,96.030000000000001,310,51.240000000000002,114,18.84,89,14.710000000000001,55,9.0899999999999999,17,2.8100000000000001,5,0.82999999999999996,15,2.48,1-10-06,1:52:51 PM,1-10-06,1:52:51 PM
41718,Nußdorf am Attersee           ,821,596,72.590000000000003,6,1.01,590,98.989999999999995,294,49.829999999999998,94,15.93,106,17.969999999999999,47,7.9699999999999998,21,3.5600000000000001,5,0.84999999999999998,23,3.8999999999999999,1-10-06,3:23:54 PM,1-10-06,3:23:54 PM
41719,Oberhofen am Irrsee           ,1052,829,78.799999999999997,19,2.29,810,97.709999999999994,386,47.649999999999999,198,24.440000000000001,125,15.43,64,7.9000000000000004,8,0.98999999999999999,7,0.85999999999999999,22,2.7200000000000002,1-10-06,5:01:23 PM,1-10-06,5:01:23 PM
41720,Oberndorf bei Schwanenstadt   ,1075,838,77.950000000000003,21,2.5099999999999998,817,97.489999999999995,281,34.390000000000001,302,36.960000000000001,108,13.220000000000001,75,9.1799999999999997,26,3.1800000000000002,3,0.37,22,2.6899999999999999,1-10-06,2:47:39 PM,1-10-06,2:47:39 PM
41721,Oberwang                      ,1170,971,82.989999999999995,33,3.3999999999999999,938,96.599999999999994,662,70.579999999999998,102,10.869999999999999,117,12.470000000000001,30,3.2000000000000002,8,0.84999999999999998,3,0.32000000000000001,16,1.71,1-10-06,2:37:60 PM,1-10-06,2:37:60 PM
41722,Ottnang am Hausruck           ,2926,2301,78.640000000000001,56,2.4300000000000002,2245,97.569999999999993,755,33.630000000000003,957,42.630000000000003,264,11.76,147,6.5499999999999998,51,2.27,13,0.57999999999999996,58,2.5800000000000001,1-10-06,4:35:17 PM,1-10-06,4:35:17 PM
41723,Pfaffing                      ,1027,856,83.349999999999994,25,2.9199999999999999,831,97.079999999999998,321,38.630000000000003,268,32.25,121,14.56,63,7.5800000000000001,12,1.4399999999999999,6,0.71999999999999997,40,4.8099999999999996,1-10-06,5:43:13 PM,1-10-06,5:43:13 PM
41724,Pilsbach                      ,458,412,89.959999999999994,6,1.46,406,98.540000000000006,202,49.75,130,32.020000000000003,27,6.6500000000000004,34,8.3699999999999992,7,1.72,1,0.25,5,1.23,1-10-06,3:45:58 PM,1-10-06,3:45:58 PM
41725,Pitzenberg                    ,384,310,80.730000000000004,5,1.6100000000000001,305,98.390000000000001,117,38.359999999999999,77,25.25,57,18.690000000000001,30,9.8399999999999999,12,3.9300000000000002,5,1.6399999999999999,7,2.2999999999999998,1-10-06,1:47:47 PM,1-10-06,1:47:47 PM
41726,Pöndorf                       ,1718,1314,76.480000000000004,49,3.73,1265,96.269999999999996,550,43.479999999999997,393,31.07,172,13.6,65,5.1399999999999997,48,3.79,7,0.55000000000000004,30,2.3700000000000001,1-10-06,4:26:42 PM,1-10-06,4:26:42 PM
41727,Puchkirchen am Trattberg      ,713,614,86.120000000000005,12,1.95,602,98.049999999999997,257,42.689999999999998,165,27.41,54,8.9700000000000006,86,14.289999999999999,9,1.5,5,0.82999999999999996,26,4.3200000000000003,1-10-06,5:24:57 PM,1-10-06,5:24:57 PM
41728,Pühret                        ,449,356,79.290000000000006,8,2.25,348,97.75,154,44.25,79,22.699999999999999,73,20.98,29,8.3300000000000001,5,1.4399999999999999,2,0.56999999999999995,6,1.72,1-10-06,2:16:24 PM,1-10-06,2:16:24 PM
41729,Redleiten                     ,350,273,78,13,4.7599999999999998,260,95.239999999999995,97,37.310000000000002,101,38.850000000000001,39,15,12,4.6200000000000001,5,1.9199999999999999,3,1.1499999999999999,3,1.1499999999999999,1-10-06,1:46:01 PM,1-10-06,1:46:01 PM
41730,Redlham                       ,1042,842,80.810000000000002,20,2.3799999999999999,822,97.620000000000005,294,35.770000000000003,297,36.130000000000003,104,12.65,83,10.1,18,2.1899999999999999,4,0.48999999999999999,22,2.6800000000000002,1-10-06,2:54:38 PM,1-10-06,2:54:38 PM
41731,Regau                         ,4405,3504,79.549999999999997,103,2.9399999999999999,3401,97.060000000000002,1055,31.02,1249,36.719999999999999,488,14.35,345,10.140000000000001,99,2.9100000000000001,42,1.23,123,3.6200000000000001,1-10-06,6:15:58 PM,1-10-06,6:15:58 PM
41732,Rüstorf                       ,1498,1163,77.640000000000001,30,2.5800000000000001,1133,97.420000000000002,318,28.07,465,41.039999999999999,169,14.92,105,9.2699999999999996,28,2.4700000000000002,12,1.0600000000000001,36,3.1800000000000002,1-10-06,5:11:50 PM,1-10-06,5:11:50 PM
41733,Rutzenham                     ,195,165,84.620000000000005,4,2.4199999999999999,161,97.579999999999998,91,56.520000000000003,13,8.0700000000000003,15,9.3200000000000003,32,19.879999999999999,0,0,2,1.24,8,4.9699999999999998,1-10-06,1:49:18 PM,1-10-06,1:49:18 PM
41734,St.Georgen im Attergau        ,2807,2240,79.799999999999997,62,2.77,2178,97.230000000000004,848,38.93,508,23.32,517,23.739999999999998,172,7.9000000000000004,50,2.2999999999999998,10,0.46000000000000002,73,3.3500000000000001,1-10-06,6:18:01 PM,1-10-06,6:18:01 PM
41735,St.Lorenz                     ,1539,1175,76.349999999999994,26,2.21,1149,97.790000000000006,628,54.659999999999997,226,19.670000000000002,121,10.529999999999999,114,9.9199999999999999,32,2.79,2,0.17000000000000001,26,2.2599999999999998,1-10-06,4:00:18 PM,1-10-06,4:00:18 PM
41736,Schlatt                       ,971,765,78.780000000000001,30,3.9199999999999999,735,96.079999999999998,280,38.100000000000001,222,30.199999999999999,103,14.01,69,9.3900000000000006,24,3.27,7,0.94999999999999996,30,4.0800000000000001,1-10-06,3:17:50 PM,1-10-06,3:17:50 PM
41737,Schörfling am Attersee        ,2483,1884,75.879999999999995,29,1.54,1855,98.459999999999994,582,31.370000000000001,660,35.579999999999998,250,13.48,220,11.859999999999999,60,3.23,23,1.24,60,3.23,1-10-06,6:00:03 PM,1-10-06,6:00:03 PM
41738,Schwanenstadt                 ,2976,2230,74.930000000000007,53,2.3799999999999999,2177,97.620000000000005,633,29.079999999999998,818,37.57,329,15.109999999999999,240,11.02,68,3.1200000000000001,17,0.78000000000000003,72,3.3100000000000001,1-10-06,5:28:21 PM,1-10-06,5:28:21 PM
41739,Seewalchen am Attersee        ,3865,2955,76.459999999999994,83,2.8100000000000001,2872,97.189999999999998,808,28.129999999999999,1036,36.07,490,17.059999999999999,346,12.050000000000001,84,2.9199999999999999,21,0.72999999999999998,87,3.0299999999999998,1-10-06,5:00:28 PM,1-10-06,5:00:28 PM
41740,Steinbach am Attersee         ,673,548,81.430000000000007,14,2.5499999999999998,534,97.450000000000003,242,45.32,146,27.34,52,9.7400000000000002,48,8.9900000000000002,17,3.1800000000000002,5,0.93999999999999995,24,4.4900000000000002,1-10-06,3:28:10 PM,1-10-06,3:28:10 PM
41741,Straß im Attergau             ,1047,823,78.609999999999999,32,3.8900000000000001,791,96.109999999999999,399,50.439999999999998,164,20.73,143,18.079999999999998,38,4.7999999999999998,22,2.7799999999999998,3,0.38,22,2.7799999999999998,1-10-06,4:01:42 PM,1-10-06,4:01:42 PM
41742,Tiefgraben                    ,2458,1871,76.120000000000005,39,2.0800000000000001,1832,97.920000000000002,989,53.979999999999997,353,19.27,212,11.57,161,8.7899999999999991,59,3.2200000000000002,7,0.38,51,2.7799999999999998,1-10-06,3:14:07 PM,1-10-06,3:14:07 PM
41743,Timelkam                      ,4370,3485,79.75,97,2.7799999999999998,3388,97.219999999999999,828,24.440000000000001,1575,46.490000000000002,424,12.51,333,9.8300000000000001,101,2.98,35,1.03,92,2.7200000000000002,1-10-06,6:09:22 PM,1-10-06,6:09:22 PM
41744,Ungenach                      ,1030,848,82.329999999999998,26,3.0699999999999998,822,96.930000000000007,450,54.740000000000002,160,19.460000000000001,110,13.380000000000001,63,7.6600000000000001,17,2.0699999999999998,1,0.12,21,2.5499999999999998,1-10-06,4:28:13 PM,1-10-06,4:28:13 PM
41745,Unterach am Attersee          ,1100,797,72.450000000000003,22,2.7599999999999998,775,97.239999999999995,327,42.189999999999998,264,34.060000000000002,70,9.0299999999999994,61,7.8700000000000001,28,3.6099999999999999,8,1.03,17,2.1899999999999999,1-10-06,4:44:15 PM,1-10-06,4:44:15 PM
41746,Vöcklabruck                   ,8925,6760,75.739999999999995,149,2.2000000000000002,6611,97.799999999999997,2014,30.460000000000001,2462,37.240000000000002,759,11.48,938,14.19,174,2.6299999999999999,47,0.70999999999999996,217,3.2799999999999998,1-10-06,5:47:58 PM,1-10-06,9:57:56 PM
41747,Vöcklamarkt                   ,3450,2679,77.650000000000006,72,2.6899999999999999,2607,97.310000000000002,1109,42.539999999999999,760,29.149999999999999,381,14.609999999999999,221,8.4800000000000004,51,1.96,14,0.54000000000000004,71,2.7200000000000002,1-10-06,5:04:34 PM,1-10-06,5:04:34 PM
41748,Weißenkirchen im Attergau     ,716,567,79.189999999999998,23,4.0599999999999996,544,95.939999999999998,298,54.780000000000001,100,18.379999999999999,76,13.970000000000001,31,5.7000000000000002,14,2.5699999999999998,4,0.73999999999999999,21,3.8599999999999999,1-10-06,2:06:55 PM,1-10-06,2:06:55 PM
41749,Weyregg am Attersee           ,1182,915,77.409999999999997,9,0.97999999999999998,906,99.019999999999996,403,44.479999999999997,262,28.920000000000002,104,11.48,85,9.3800000000000008,18,1.99,9,0.98999999999999999,25,2.7599999999999998,1-10-06,4:02:43 PM,1-10-06,4:02:43 PM
41750,Wolfsegg am Hausruck          ,1515,1214,80.129999999999995,22,1.8100000000000001,1192,98.189999999999998,346,29.030000000000001,519,43.539999999999999,138,11.58,105,8.8100000000000005,28,2.3500000000000001,20,1.6799999999999999,36,3.02,1-10-06,2:17:56 PM,1-10-06,2:17:56 PM
41751,Zell am Moos                  ,1060,832,78.489999999999995,26,3.1299999999999999,806,96.879999999999995,444,55.090000000000003,150,18.609999999999999,77,9.5500000000000007,90,11.17,15,1.8600000000000001,7,0.87,23,2.8500000000000001,1-10-06,4:56:15 PM,1-10-06,4:56:15 PM
41752,Zell am Pettenfirst           ,894,737,82.439999999999998,17,2.3100000000000001,720,97.689999999999998,307,42.640000000000001,213,29.579999999999998,61,8.4700000000000006,90,12.5,21,2.9199999999999999,9,1.25,19,2.6400000000000001,1-10-06,3:47:45 PM,1-10-06,3:47:45 PM
41800,Bezirk Wels-Land                     ,48282,38805,80.370000000000005,742,1.9099999999999999,38063,98.090000000000003,13113,34.450000000000003,13465,35.380000000000003,5731,15.06,3359,8.8200000000000003,1109,2.9100000000000001,244,0.64000000000000001,1042,2.7400000000000002,1-10-06,7:46:35 PM,2-10-06,9:06:27 AM
41801,Aichkirchen                   ,395,324,82.030000000000001,11,3.3999999999999999,313,96.599999999999994,182,58.149999999999999,37,11.82,52,16.609999999999999,15,4.79,14,4.4699999999999998,2,0.64000000000000001,11,3.5099999999999998,1-10-06,12:05:00 AM,1-10-06,12:39:21 AM
41802,Bachmanning                   ,462,365,79,11,3.0099999999999998,354,96.989999999999995,141,39.829999999999998,107,30.23,44,12.43,32,9.0399999999999991,14,3.9500000000000002,1,0.28000000000000003,15,4.2400000000000002,1-10-06,12:21:55 AM,1-10-06,12:21:55 AM
41803,Bad Wimsbach-Neydharting      ,1810,1496,82.650000000000006,37,2.4700000000000002,1459,97.530000000000001,605,41.469999999999999,482,33.039999999999999,174,11.93,102,6.9900000000000002,41,2.8100000000000001,10,0.68999999999999995,45,3.0800000000000001,1-10-06,2:23:18 PM,1-10-06,2:23:18 PM
41804,Buchkirchen                   ,2785,2273,81.620000000000005,36,1.5800000000000001,2237,98.420000000000002,680,30.399999999999999,934,41.75,285,12.74,210,9.3900000000000006,45,2.0099999999999998,14,0.63,69,3.0800000000000001,1-10-06,4:35:60 PM,1-10-06,4:35:60 PM
41805,Eberstalzell                  ,1691,1362,80.540000000000006,33,2.4199999999999999,1329,97.579999999999998,745,56.060000000000002,212,15.949999999999999,229,17.23,81,6.0899999999999999,31,2.3300000000000001,5,0.38,26,1.96,1-10-06,2:42:17 PM,1-10-06,2:42:17 PM
41806,Edt bei Lambach               ,1552,1243,80.090000000000003,13,1.05,1230,98.950000000000003,440,35.770000000000003,413,33.579999999999998,203,16.5,93,7.5599999999999996,35,2.8500000000000001,5,0.40999999999999998,41,3.3300000000000001,1-10-06,3:03:15 PM,1-10-06,3:03:15 PM
41807,Fischlham                     ,1010,850,84.159999999999997,18,2.1200000000000001,832,97.879999999999995,421,50.600000000000001,221,26.559999999999999,101,12.140000000000001,45,5.4100000000000001,24,2.8799999999999999,2,0.23999999999999999,18,2.1600000000000001,1-10-06,2:53:42 PM,1-10-06,2:53:42 PM
41808,Gunskirchen                   ,4057,3405,83.930000000000007,60,1.76,3345,98.239999999999995,1122,33.539999999999999,1188,35.520000000000003,569,17.010000000000002,270,8.0700000000000003,94,2.8100000000000001,14,0.41999999999999998,88,2.6299999999999999,1-10-06,5:01:55 PM,1-10-06,5:01:55 PM
41809,Holzhausen                    ,508,419,82.480000000000004,9,2.1499999999999999,410,97.849999999999994,140,34.149999999999999,156,38.049999999999997,57,13.9,24,5.8499999999999996,22,5.3700000000000001,4,0.97999999999999998,7,1.71,1-10-06,1:08:42 PM,1-10-06,1:08:42 PM
41810,Krenglbach                    ,2180,1779,81.609999999999999,25,1.4099999999999999,1754,98.590000000000003,540,30.789999999999999,696,39.68,270,15.390000000000001,161,9.1799999999999997,30,1.71,9,0.51000000000000001,48,2.7400000000000002,1-10-06,4:40:58 PM,1-10-06,4:40:58 PM
41811,Lambach                       ,2349,1695,72.159999999999997,38,2.2400000000000002,1657,97.760000000000005,522,31.5,594,35.850000000000001,275,16.600000000000001,152,9.1699999999999999,49,2.96,20,1.21,45,2.7200000000000002,1-10-06,3:52:55 PM,1-10-06,3:52:55 PM
41812,Marchtrenk                    ,8472,6691,78.980000000000004,113,1.6899999999999999,6578,98.310000000000002,1369,20.809999999999999,3211,48.810000000000002,963,14.640000000000001,519,7.8899999999999997,246,3.7400000000000002,52,0.79000000000000004,218,3.3100000000000001,1-10-06,7:46:35 PM,2-10-06,8:21:42 AM
41813,Neukirchen bei Lambach        ,648,538,83.019999999999996,10,1.8600000000000001,528,98.140000000000001,241,45.640000000000001,115,21.780000000000001,86,16.289999999999999,45,8.5199999999999996,27,5.1100000000000003,5,0.94999999999999996,9,1.7,1-10-06,1:31:28 PM,1-10-06,1:31:28 PM
41814,Offenhausen                   ,1109,913,82.329999999999998,22,2.4100000000000001,891,97.590000000000003,377,42.310000000000002,221,24.800000000000001,169,18.969999999999999,67,7.5199999999999996,31,3.48,5,0.56000000000000005,21,2.3599999999999999,1-10-06,3:26:13 PM,1-10-06,3:26:13 PM
41815,Pennewang                     ,664,554,83.430000000000007,7,1.26,547,98.739999999999995,299,54.659999999999997,91,16.640000000000001,56,10.24,60,10.970000000000001,18,3.29,1,0.17999999999999999,22,4.0199999999999996,1-10-06,2:17:05 PM,1-10-06,2:17:05 PM
41816,Pichl bei Wels                ,1977,1641,83,29,1.77,1612,98.230000000000004,659,40.880000000000003,484,30.02,228,14.140000000000001,147,9.1199999999999992,44,2.73,10,0.62,40,2.48,1-10-06,3:10:17 PM,1-10-06,3:10:17 PM
41817,Sattledt                      ,1660,1370,82.530000000000001,35,2.5499999999999998,1335,97.450000000000003,584,43.75,370,27.719999999999999,211,15.81,100,7.4900000000000002,29,2.1699999999999999,8,0.59999999999999998,33,2.4700000000000002,1-10-06,3:33:55 PM,1-10-06,3:33:55 PM
41818,Schleißheim                   ,802,657,81.920000000000002,24,3.6499999999999999,633,96.349999999999994,244,38.549999999999997,183,28.91,92,14.529999999999999,67,10.58,24,3.79,4,0.63,19,3,1-10-06,3:12:34 PM,1-10-06,3:12:34 PM
41819,Sipbachzell                   ,1304,1066,81.75,13,1.22,1053,98.780000000000001,484,45.960000000000001,275,26.120000000000001,157,14.91,82,7.79,23,2.1800000000000002,1,0.089999999999999997,31,2.9399999999999999,1-10-06,4:45:23 PM,2-10-06,8:06:24 AM
41820,Stadl-Paura                   ,3540,2608,73.670000000000002,67,2.5699999999999998,2541,97.430000000000007,506,19.91,1215,47.82,400,15.74,242,9.5199999999999996,82,3.23,28,1.1000000000000001,68,2.6800000000000002,1-10-06,3:57:49 PM,1-10-06,9:05:35 PM
41821,Steinerkirchen an der Traun   ,1712,1408,82.239999999999995,29,2.0600000000000001,1379,97.939999999999998,758,54.969999999999999,253,18.350000000000001,187,13.56,118,8.5600000000000005,27,1.96,7,0.51000000000000001,29,2.1000000000000001,1-10-06,2:15:45 PM,1-10-06,2:15:45 PM
41822,Steinhaus                     ,1438,1229,85.469999999999999,19,1.55,1210,98.450000000000003,418,34.549999999999997,323,26.690000000000001,331,27.359999999999999,95,7.8499999999999996,18,1.49,2,0.17000000000000001,23,1.8999999999999999,1-10-06,4:28:29 PM,2-10-06,9:06:27 AM
41823,Thalheim bei Wels             ,3991,3134,78.530000000000001,52,1.6599999999999999,3082,98.340000000000003,1063,34.490000000000002,1005,32.609999999999999,379,12.300000000000001,464,15.06,93,3.02,19,0.62,59,1.9099999999999999,1-10-06,4:46:31 PM,1-10-06,4:46:31 PM
